id,member_id,genre_kor,nickname,title,description,cover_url,status,total_heart_count,total_view_count,favor_count,created_at,updated_at,deleted_at,score
23,b01fd5b8-6ea0-42bd-8d27-16146f764111,"액션,메카,SF,우주,슈퍼파워",22번째 사람,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Tengen Toppa Gurren Lagann Movie: Lagann-hen에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/5123.webp?s=8d2d2c3ba063a724a7f16d9ad891b6fd,ACTIVE,1,82253,111,2023-06-27 00:33:14.962273,,,8.64
24,b440e524-b43f-4c95-bf9f-65c26d13fa06,"드라마,일상,초자연적",23번째 사람,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/49993.webp?s=32fbb9f351a07d1164300a77550191d4,ACTIVE,11,463835,111111,2023-06-27 00:33:14.962273,,,8.62
25,4b9287eb-3e59-499b-bd14-e3d497837997,"SF,스릴러",24번째 사람,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate Movie: Fuka Ryouiki no Déjà vu에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1611/112806.webp?s=c57bd8d7de7a2a26ac433fac453ddb95,ACTIVE,1,192424,111,2023-06-27 00:33:14.962273,,,8.61
26,483607d7-52da-43c3-a745-fdcba2415ada,"코미디,스포츠",25번째 사람,Yuri!!! on Ice,Yuri!!! on Ice에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/6/81149.webp?s=1550a586f50fe93df93ed063b9179654,ACTIVE,12,103178,121212,2023-06-27 00:33:14.962273,,,8.61
27,ec01cb8b-d9f3-424f-9921-beaca8d2e8f1,"모험,초자연적",26번째 사람,Bakemono no Ko,Bakemono no Ko에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/73540.webp?s=af5d6419239f8e1dbc37a97c3cd96954,ACTIVE,1,80825,111,2023-06-27 00:33:14.962273,,,8.58
28,56c79164-c3ee-4eb6-8503-030272fb0208,"드라마,역사",27번째 사람,Hotaru no Haka,Hotaru no Haka에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/7/75808.webp?s=7dba1bd23ddf0cf116b468ab294f8379,ACTIVE,1,174878,111,2023-06-27 00:33:14.962273,,,8.58
29,41b1c648-7ead-4e64-869e-41b37cc274af,"코미디,드라마,로맨스,스포츠",28번째 사람,Major S5,Major S5에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/9/75218.webp?s=da951813f8bd7a5498c2cefa21d11edc,ACTIVE,25,28653,252525,2023-06-27 00:33:14.962273,,,8.58
30,85984aba-cbd5-4f57-a6c9-1fcd70167bcf,"액션,미스터리,로맨스,초자연적,스릴러",29번째 사람,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Kara no Kyoukai 7: Satsujin Kousatsu (Kou)에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/21737.webp?s=7a35f90637aefd069ab9f1ceb1b77763,ACTIVE,1,95658,111,2023-06-27 00:33:14.962273,,,8.57
31,caacfecf-8709-462f-a693-a5928ecfde09,"군대,학교",30번째 사람,Girls und Panzer der Film,Girls und Panzer der Film에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1776/91467.webp?s=62cf1792ba1cd1dee4279d70603ea9e9,ACTIVE,1,25641,111,2023-06-27 00:33:14.962273,,,8.55
32,89cddc59-82db-4d15-b585-75c523d5913e,"액션,코미디,일상,초자연적",31번째 사람,Mob Psycho 100,Mob Psycho 100에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1918/96303.webp?s=fe7920fe078d170391dbcba93f3c07da,ACTIVE,12,193716,121212,2023-06-27 00:33:14.962273,,,8.55
33,cd0b27ca-093b-4c92-bbd4-f6728906d97a,"코미디,드라마,로맨스,학교,스포츠",32번째 사람,Cross Game,Cross Game에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/manga/1/260530.webp?s=7bb7af972860b597c5e48d69de85fedd,ACTIVE,50,53108,505050,2023-06-27 00:33:14.962273,,,8.53
34,b6fdd999-8b2f-44c3-bb2d-158b4449f19d,"액션,메카,SF",33번째 사람,Evangelion: 2.0 You Can (Not) Advance,Evangelion: 2.0 You Can (Not) Advance에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/74983.webp?s=4b66a701d5b358eb9db6b8c4f918938b,ACTIVE,1,182224,111,2023-06-27 00:33:14.962273,,,8.53
35,c4d054cd-7cb5-485c-9356-898f213041a9,"드라마,호러,미스터리,SF,초자연적",34번째 사람,Shinsekai yori,Shinsekai yori에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1549/136389.webp?s=715a64d1d1c2a32963fad00d59ca7555,ACTIVE,25,288376,252525,2023-06-27 00:33:14.962273,,,8.53
36,00ac2a88-1f32-434e-a940-6edc6890d664,"액션,드라마,군대,SF,우주",35번째 사람,Uchuu Senkan Yamato 2199,Uchuu Senkan Yamato 2199에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/36607.webp?s=59d678a8acddcb7726a45cd5118f1dc0,ACTIVE,26,44223,262626,2023-06-27 00:33:14.962273,,,8.53
37,98e89684-9935-4d75-8885-a6ad790379d8,"액션,판타지,초자연적",36번째 사람,Fate/Zero,Fate/Zero에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1522/117645.webp?s=8e92323e8efe9775c7581b6eac61f6a9,ACTIVE,13,453630,131313,2023-06-27 00:33:14.962273,,,8.51
38,15d43f17-360d-491a-a12c-7ee4ee445337,"드라마,매직,심리,스릴러",37번째 사람,Mahou Shoujo Madoka★Magica,Mahou Shoujo Madoka★Magica에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/55225.webp?s=5cab9644be18657cdbe959e36de3b773,ACTIVE,12,462974,121212,2023-06-27 00:33:14.962273,,,8.51
39,0000c266-2072-4865-b9db-5a5da3ccd5e7,"코미디,학교,일상",38번째 사람,Nichijou,Nichijou에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/75617.webp?s=dda7e4d33335fa266a1eadcd9a938685,ACTIVE,26,254436,262626,2023-06-27 00:33:14.962273,,,8.52
40,59cd0ba9-743d-4798-bc1a-c126b67d1833,"액션,경찰,심리,SF",39번째 사람,Psycho-Pass,Psycho-Pass에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1197/100616.webp?s=40ab6a0dc6b9c3e155dbc16262f03c4d,ACTIVE,22,509109,222222,2023-06-27 00:33:14.962273,,,8.5
41,41a01f5a-6f1a-4c33-88ce-2433bc96b7e7,"코미디,일상",40번째 사람,Barakamon,Barakamon에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1426/111248.webp?s=c9803439d59149ef5407de6d57e00fcc,ACTIVE,12,225927,121212,2023-06-27 00:33:14.962273,,,8.5
42,c9e46513-183f-46b4-a7f5-2b2c7f619ffa,"드라마,매직,심리,스릴러",41번째 사람,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/54231.webp?s=3fafdb7f332034c08beac3031adf2c17,ACTIVE,1,135735,111,2023-06-27 00:33:14.962273,,,8.5
43,a45b5cd6-1b1d-41fc-a267-7dbd7423c799,"코미디,드라마,스포츠",42번째 사람,Major: World Series,Major: World Series에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/75220.webp?s=793c869b595f2e22ec42f5fbd71801fa,ACTIVE,2,13405,222,2023-06-27 00:33:14.962273,,,8.5
44,c11365d5-b46a-4ed9-b351-02e3c8ca30ab,"액션,모험,역사,무술,로맨스",43번째 사람,Katanagatari,Katanagatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1112/119225.webp?s=c2fe83f7716d70b4740d225c48612f00,ACTIVE,12,207241,121212,2023-06-27 00:33:14.962273,,,8.49
45,4f606d6c-f946-4ac6-bfaa-70676ec386bc,"드라마,매직,심리,스릴러",44번째 사람,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/6/42265.webp?s=30772fcc76283669b4369fdb2ff54c3a,ACTIVE,1,85361,111,2023-06-27 00:33:14.962273,,,8.49
46,b1cc8c07-ba4d-4479-a928-16233ab1fef6,"코미디,드라마,스포츠",45번째 사람,Major S6,Major S6에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/2/75216.webp?s=bf8cd009590b9dcb9618bbbff9f40b11,ACTIVE,25,24788,252525,2023-06-27 00:33:14.962273,,,8.49
47,5fab812f-957a-4e14-b132-ea88485387ea,"코미디,드라마",46번째 사람,Shirobako,Shirobako에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1918/93511.webp?s=b74cc6d0a8628c4cfc78976de2699950,ACTIVE,24,146895,242424,2023-06-27 00:33:14.962273,,,8.49
48,90e454e2-bfb1-4659-89ee-267412df986c,"드라마,스포츠",47번째 사람,Ashita no Joe 2,Ashita no Joe 2에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/45028.webp?s=74e050977466e14f21e4b5d39ba3553a,ACTIVE,47,6259,474747,2023-06-27 00:33:14.962273,,,8.48
49,6c6b489f-b5e1-4e1d-877a-afef35f81ae9,"모험,코미디,초자연적",48번째 사람,Tonari no Totoro,Tonari no Totoro에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/75923.webp?s=334992beb5844b5f5da1d7ff7b0a3d70,ACTIVE,1,271484,111,2023-06-27 00:33:14.962273,,,8.48
50,29167891-8825-4d73-940a-e0945b62df51,"모험,판타지",49번째 사람,Kaze no Tani no Nausicaä,Kaze no Tani no Nausicaä에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/10/75914.webp?s=e22201645deee7b3275dd6f425267971,ACTIVE,1,143273,111,2023-06-27 00:33:14.962273,,,8.47
51,26193dcf-4339-4d40-a7f3-e6a65b9c0c19,"모험,드라마,역사,일상",50번째 사람,Romeo no Aoi Sora,Romeo no Aoi Sora에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/4/17979.webp?s=bc32992efe4310a3ca846450048e99a6,ACTIVE,33,15074,333333,2023-06-27 00:33:14.962273,,,8.47
52,b76b1f27-7e49-4ab6-b7be-15b577e39c3c,"액션,모험,일상",51번째 사람,Kino no Tabi: The Beautiful World,Kino no Tabi: The Beautiful World에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1763/95397.webp?s=8f41ae8dc3141de66121a829382a0864,ACTIVE,13,102822,131313,2023-06-27 00:33:14.962273,,,8.46
53,f04ba1cd-572b-4c35-b1e0-803d4925b142,"모험,판타지,역사,로맨스",52번째 사람,Ookami to Koushinryou II,Ookami to Koushinryou II에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/6/59399.webp?s=e1f64bb76644682aeffb99d52c5c6c72,ACTIVE,12,210491,121212,2023-06-27 00:33:14.962273,,,8.46
54,865c1dcc-24c3-4093-948c-2dee69e9e7ff,"SF,스릴러",53번째 사람,Steins;Gate: Oukoubakko no Poriomania,Steins;Gate: Oukoubakko no Poriomania에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1805/123188.webp?s=0e6f3127f6ce7b2fa72b61e587c26c49,ACTIVE,1,159548,111,2023-06-27 00:33:14.962273,,,8.46
55,5415cfc8-d8e7-41e3-ac20-4fc277113965,"드라마,판타지",54번째 사람,Kemono no Souja Erin,Kemono no Souja Erin에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/9/19845.webp?s=c23d5644262305c1044abb93990a4560,ACTIVE,50,36751,505050,2023-06-27 00:33:14.962273,,,8.45
56,7d267ca9-bb38-4287-932a-dc5f5cd54b9b,"미스터리,초자연적,뱀파이어",55번째 사람,Kizumonogatari I: Tekketsu-hen,Kizumonogatari I: Tekketsu-hen에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1783/112810.webp?s=e54963c346038392076d342608919096,ACTIVE,1,99579,111,2023-06-27 00:33:14.962273,,,8.45
57,07f1b105-1bd0-4f49-93f3-681381e73d5f,"코미디,로맨스,학교,일상",56번째 사람,Toradora!,Toradora!에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/13/22128.webp?s=7c225c9983d2978f445a58c78fb0220a,ACTIVE,25,633817,252525,2023-06-27 00:33:14.962273,,,8.45
58,8dc6fa1b-3eab-4aa9-8d19-3f768a12b41b,"모험,드라마,로맨스,SF",57번째 사람,Toki wo Kakeru Shoujo,Toki wo Kakeru Shoujo에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1/2432.webp?s=29a907299f67566d3cba4853ed833b45,ACTIVE,1,289206,111,2023-06-27 00:33:14.962273,,,8.44
59,53e73666-60c9-45ce-94cb-82e899a7e642,"코미디,미스터리,초자연적",58번째 사람,Owarimonogatari,Owarimonogatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/6/87322.webp?s=f282dd5e7faca1d9f50390e72f8739ad,ACTIVE,12,107855,121212,2023-06-27 00:33:14.962273,,,8.43
60,5266f294-7273-4728-99cf-2af4537f6547,"액션,모험,코미디,역사,로맨스,사무라이",59번째 사람,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin: Meiji Kenkaku Romantan에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1346/119505.webp?s=d25f528eaa00c95f8478e9c6876147d4,ACTIVE,94,218928,949494,2023-06-27 00:33:14.962273,,,8.43
61,aea59b43-45bb-466d-bfd0-f80102709524,"액션,모험,역사,사무라이",60번째 사람,Stranger: Mukou Hadan,Stranger: Mukou Hadan에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/9/87066.webp?s=a18478844e0e067db196c55736ae0f46,ACTIVE,1,125503,111,2023-06-27 00:33:14.962273,,,8.43
62,1ccf97a7-acfc-45e1-8c92-1a96fce61919,"미스터리,심리,초자연적,스릴러",61번째 사람,Higurashi no Naku Koro ni Kai,Higurashi no Naku Koro ni Kai에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/14114.webp?s=b498ea66105a8a62859b23ec27fb83ee,ACTIVE,24,218101,242424,2023-06-27 00:33:14.962273,,,8.41
63,ab0b6250-e5cd-4274-9440-8af6c12cdc92,"액션,드라마,미스터리,SF,우주",62번째 사람,Cowboy Bebop: Tengoku no Tobira,Cowboy Bebop: Tengoku no Tobira에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1439/93480.webp?s=eb190be2195ed7c02080212a4be27f3e,ACTIVE,1,137636,111,2023-06-27 00:33:14.962273,,,8.4
64,a357d3b1-3217-4b3e-88c6-7ca4cf5ee981,"액션,드라마,메카,군대,SF,우주",63번째 사람,Mobile Suit Gundam Unicorn,Mobile Suit Gundam Unicorn에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/50459.webp?s=497fbb570bf4a511188a21d7d0ede9c2,ACTIVE,7,42076,777,2023-06-27 00:33:14.962273,,,8.4
65,cab20234-2f4d-4b3a-b75c-74b47089c6af,"코미디,드라마,심리,로맨스",64번째 사람,NHK ni Youkoso!,NHK ni Youkoso!에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/3/52675.webp?s=03d16ed8e43e6c906c5f1c68c2d4366f,ACTIVE,24,291228,242424,2023-06-27 00:33:14.962273,,,8.4
66,206e0c95-ce5a-4e76-ab9d-a495b60cbd87,"코미디,드라마,로맨스,학교,일상",65번째 사람,Sakurasou no Pet na Kanojo,Sakurasou no Pet na Kanojo에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/manga/2/159577.webp?s=b4e307dabdbd91c549929437b2001d44,ACTIVE,24,380375,242424,2023-06-27 00:33:14.962273,,,8.4
67,96bf60a5-4d54-499a-9e0c-d464143b68fa,"액션,코미디,드라마,학교,초자연적",66번째 사람,Angel Beats!,Angel Beats!에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1244/111115.webp?s=63e3368cb321a7bf787ddf4139dd2fc0,ACTIVE,13,717796,131313,2023-06-27 00:33:14.962273,,,8.39
68,856c634c-e66d-4830-a7a2-5c7ad52aee68,"미스터리,로맨스,초자연적,뱀파이어",67번째 사람,Bakemonogatari,Bakemonogatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/11/75274.webp?s=1f8296f45ce1f7a2f27bd76d83178870,ACTIVE,15,482268,151515,2023-06-27 00:33:14.962273,,,8.39
69,14b8cc02-b234-4fdc-8561-b80e2c9ab802,"액션,미스터리,초자연적",68번째 사람,Durarara!!,Durarara!!에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/12/67743.webp?s=29dcb80d9e801a63311e289dc2fd1308,ACTIVE,24,556431,242424,2023-06-27 00:33:14.962273,,,8.38
70,dec1a517-aa0c-46e8-863f-f06760774591,"모험,판타지,로맨스,SF",69번째 사람,Tenkuu no Shiro Laputa,Tenkuu no Shiro Laputa에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/5/37799.webp?s=4cf71c7a5e76afeb4b68751f1216af29,ACTIVE,1,151061,111,2023-06-27 00:33:14.962273,,,8.38
71,6d23ef0c-da4f-4536-af45-2b6daecdef5b,"액션,코미디,역사,패러디,SF",70번째 사람,Gintama: Shiroyasha Koutan,Gintama: Shiroyasha Koutan에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/6/16161.webp?s=d8c16467737c7ad6ae2b9ecf9a7075ba,ACTIVE,1,27213,111,2023-06-27 00:33:14.962273,,,8.37
72,9f962752-412d-414a-b85d-a7e760cd6724,"판타지,역사",71번째 사람,Kaguya-hime no Monogatari,Kaguya-hime no Monogatari에 대한 작품 줄거리 입니다,https://cdn.myanimelist.net/r/100x140/images/anime/1935/93606.webp?s=2ba57b28f17ed77c4ffc5f02666e0332,ACTIVE,1,45547,111,2023-06-27 00:33:14.962273,,,8.37
